employee_id,is_promoted
32822,0.15384114
16828,0.5114318
37551,0.0014642244
76133,0.08204825
63467,0.05392502
45871,0.13288079
46598,0.0016807369
3404,0.00087941845
58551,0.012885891
44761,0.10436281
28519,0.119597055
61509,0.00046081207
41702,0.00056811003
2495,0.0050175874
6363,0.0023127263
50737,0.035307117
11550,0.0009688372
61170,0.008299731
4860,0.07451227
38663,0.010007196
19227,0.03295665
71680,0.00143962
11272,0.03559355
60224,0.001335006
44781,0.09173058
43892,0.22071274
51478,0.12721428
43392,0.0017859327
45795,0.048354633
71859,0.25619826
61326,0.108821705
36780,0.1272175
28332,0.00039132935
62536,0.088497974
8017,0.0012227171
66269,0.001417865
75271,0.015072275
46072,0.14299652
64595,0.0011481226
77830,0.12124649
46181,0.12243243
36944,0.14718314
51626,0.09311682
76874,0.16998127
40971,0.001348743
14024,0.0018286443
1133,0.18375811
13032,0.1927338
21033,0.02623185
53027,0.26338652
21722,0.0013048751
58267,0.034754474
72522,0.05404052
14962,0.0094947405
52730,0.085194655
12941,0.1680167
15921,0.01625611
61495,0.07194076
45091,0.041503746
35976,0.1791566
62931,0.14124306
61675,0.22688623
51825,0.18128033
53163,0.17793337
29361,0.15163308
26095,0.060313895
14200,0.20717953
54205,0.0021231258
5018,0.0011163396
8161,0.12369348
45223,0.0021593424
70432,0.0016803538
43671,0.97444385
35235,0.0010259594
17309,0.15125301
17146,0.012474224
51749,0.0015885677
254,0.011614488
42673,0.11204873
14205,0.019604744
46082,0.0009581019
6555,0.18113656
68550,0.018495295
28147,0.14468198
59410,0.054681286
50661,0.009823746
62477,0.04898964
77402,0.00043123792
8925,0.038612373
45765,0.0057261377
46712,0.1992145
52058,0.101092376
26346,0.0014334135
5178,0.001672341
50691,0.011949765
33915,0.0014261248
22197,0.06390618
66967,0.030191395
33189,0.02454763
9385,0.13464412
12044,0.15150577
5270,0.0022885848
71358,0.13280828
43907,0.001995682
19841,0.0025101881
62046,0.0016768824
69100,0.10317097
51790,0.09199203
13674,0.12699664
18392,0.033467416
56322,0.1086595
64108,0.14600915
40986,0.07773796
9698,0.04852716
20564,0.5828457
5261,0.108233064
61233,0.13643473
4972,0.019939944
25649,0.09721173
3734,0.055813413
44984,0.0020940027
24553,0.0016009179
562,0.009312559
27810,0.19247767
15589,0.20762587
56377,0.05260297
22510,0.115097456
66858,0.25662178
37701,0.12500279
22596,0.0013439475
57411,0.16617624
48332,0.31350926
61484,0.03507888
29993,0.020943748
62704,0.297592
16526,0.11263401
1178,0.18333337
32694,0.111287594
64034,0.21942659
27704,0.001244598
48105,0.0011414188
71993,0.27202433
34211,0.26978284
39425,0.00045568973
28534,0.049330994
33430,0.13223475
1622,0.002228327
18479,0.14524333
38650,0.03261307
66360,0.11664422
62095,0.123750106
49861,0.109062515
46869,0.035719644
75506,0.001810174
17260,0.1293312
4035,0.012212204
65917,0.0017148334
17666,0.0016835724
14841,0.06960079
71144,0.0030456046
32194,0.12956575
65804,0.025117563
11157,0.117831334
29197,0.036400985
2997,0.19102427
54393,0.0407516
49597,0.2163137
8560,0.98016423
6679,0.113851786
20534,0.103965804
23984,0.046415992
7262,0.1043859
35726,0.12693918
78291,0.0015738126
59846,0.022811223
58080,0.23837072
60086,0.045066603
54381,0.001915849
31004,0.04330026
30548,0.050104655
71587,0.0014930086
30126,0.019779999
42602,0.034633864
56830,0.0018086926
13711,0.03807625
44040,0.0004717042
66006,0.00879443
10611,0.017842302
47046,0.0019756434
16060,0.13548723
43524,0.12016959
70074,0.0022032557
9315,0.04366946
72725,0.00053400605
20624,0.043364245
12509,0.19494659
33173,0.2088657
30496,0.8315275
75140,0.00054559973
52807,0.038267314
38252,0.25170273
8260,0.14541812
78026,0.0010072782
55330,0.0017226279
13440,0.04216373
58641,0.1030278
36512,0.047437496
24864,0.019607242
32402,0.0012403671
13508,0.008847798
47589,0.04153968
34473,0.0019383628
23892,0.2230983
64402,0.054767728
39647,0.12889849
46182,0.08103901
26943,0.00054175465
61818,0.0020746714
48182,0.161167
7973,0.20365809
22081,0.28036
74582,0.12138176
6195,0.10358139
31068,0.30050457
57943,0.1264725
59104,0.13207269
60788,0.059341934
40768,0.029302608
15978,0.027282195
27079,0.0016973143
61643,0.0015167776
42518,0.0024834094
12400,0.001442482
69387,0.10531315
51140,0.001918758
20695,0.13416284
26091,0.12623028
75651,0.1335465
62024,0.022741463
69582,0.22266008
42660,0.03553616
70217,0.012833284
10591,0.118799664
20578,0.0012575345
8997,0.100054875
32840,0.0014675291
77322,0.042976256
31819,0.0012415461
61471,0.023444703
25362,0.028768774
5960,0.033352595
15932,0.20292282
59223,0.16293548
73650,0.027943604
74188,0.0014928493
46579,0.029262094
20685,0.039482255
67338,0.5614904
47686,0.5757734
51804,0.0011089018
52670,0.00043141984
42050,0.02141713
33693,0.12238428
10092,0.12471262
68755,0.00044138206
42765,0.15797397
67240,0.13931148
2583,0.12822962
24139,0.0017370649
75952,0.0323972
68290,0.0499741
20571,0.16755262
47406,0.13534947
23620,0.065192655
53544,0.0017474313
50257,0.0064307926
1716,0.09116284
1842,0.039693967
34339,0.950221
30123,0.12115236
23869,0.16823612
77162,0.010749412
75269,0.0058794464
42820,0.00152796
32576,0.037160262
64606,0.0011050975
75008,0.001512705
76404,0.043485537
50172,0.047712836
24577,0.13263577
23993,0.122905135
51434,0.036197145
20304,0.2771485
75134,0.028233001
56100,0.10701782
71769,0.1653254
70788,0.13035294
65014,0.043850064
71120,0.16540854
44098,0.15003456
50185,0.0012030447
74214,0.13699919
67302,0.07909886
26729,0.2610938
58016,0.20822568
65922,0.0020421632
51214,0.011088625
54668,0.23697425
27317,0.12867624
63823,0.0032211673
23524,0.22090517
72712,0.05646456
76669,0.16738887
59334,0.026842782
43894,0.15512568
61300,0.13806662
20313,0.12735301
72072,0.04280785
75117,0.0014496158
63792,0.025691664
75172,0.08323135
62370,0.0652551
15267,0.15826811
53674,0.034870252
47983,0.17157395
41819,0.04838333
41546,0.095047355
62612,0.00051138416
61927,0.23955391
34304,0.049847644
62063,0.032787304
49680,0.0018293477
21777,0.12078006
59051,0.050199322
69527,0.0014124196
6137,0.10157748
15819,0.22778176
24890,0.030550223
35155,0.0011446086
45469,0.20108245
76286,0.25363615
32837,0.0014393835
10007,0.0014942439
2515,0.027759898
14545,0.0054301433
26762,0.24477701
14757,0.0026374387
71418,0.15305352
59873,0.11833362
48664,0.0019307496
34949,0.12403281
14529,0.0006200939
32671,0.0014009578
54257,0.14471264
61377,0.00042133403
52755,0.06099192
74683,0.023075446
9541,0.05323487
5540,0.055586714
74670,0.0010298294
53626,0.14824866
16330,0.020773273
2890,0.00039454762
50202,0.0018404663
55376,0.15436259
26104,0.0018079972
56055,0.123451754
57407,0.14136867
5140,0.0005468297
74629,0.11379924
53559,0.18393037
4200,0.0018428393
9343,0.04916415
1176,0.024401996
76332,0.15807052
77158,0.018642025
52435,0.0020665594
65723,0.044234708
35608,0.6184507
6086,0.5548909
56805,0.0013061994
41526,0.01107216
43227,0.0004728835
72230,0.21564567
59203,0.013924943
74193,0.036618344
68009,0.1363931
64412,0.0019195005
18277,0.0010643719
76793,0.043686595
4285,0.15939263
54920,0.00044743932
12825,0.042261735
67736,0.001992373
50208,0.096237086
75528,0.0014374
13219,0.0012131719
45531,0.00033285073
60687,0.11142921
9069,0.047474794
30178,0.0014391361
77044,0.01519691
44210,0.014879102
59684,0.04984473
16569,0.04612361
12539,0.057902273
40531,0.0010949142
76063,0.16689444
59904,0.001271166
12363,0.14242463
72063,0.04740946
68175,0.0013819614
6943,0.14193855
52224,0.021022435
12184,0.005494095
35306,0.2185951
63504,0.013513129
49546,0.008363752
8256,0.00039029305
42097,0.0016228858
6441,0.009511451
40906,0.00047448828
55041,0.026635015
54810,0.016914152
51863,0.092566885
49244,0.0019845925
39332,0.0015006764
41425,0.067639075
52180,0.1454511
74257,0.0013192614
37705,0.070821926
65150,0.10651972
37630,0.055452533
68610,0.0050977357
39694,0.0020467804
25074,0.0012796152
43168,0.14847389
72061,0.0020460228
42155,0.009215977
45349,0.13707754
45578,0.0018467219
6633,0.0005182232
44674,0.0013671903
8313,0.13594991
42599,0.01858692
72603,0.12945135
45290,0.0019051553
58855,0.045228243
16288,0.14939734
28275,0.16849247
69129,0.009099755
40061,0.04922588
14326,0.0019111361
76168,0.012738859
55810,0.001540573
65207,0.0014963335
25402,0.20494372
31903,0.0005710568
10008,0.0014061608
14777,0.021341333
27990,0.0012204883
15622,0.001199521
59426,0.13743444
64846,0.0045473115
26243,0.029432056
61703,0.002061833
59194,0.23048711
56294,0.0016854601
47310,0.15323626
42577,0.10963143
66455,0.123801276
77284,0.05606911
72284,0.041629497
62297,0.10887029
26693,0.00041207526
30647,0.044996686
47393,0.021342758
12994,0.0014162456
60630,0.04113702
12705,0.043447837
54754,0.019980941
274,0.001681827
8742,0.059222203
77908,0.2246868
15823,0.051153503
22452,0.111783564
75427,0.1946187
47530,0.042166125
24032,0.001914048
37887,0.0026913595
20170,0.0014541064
57286,0.98921484
2941,0.0015932166
18094,0.047183897
78044,0.042912424
19481,0.024692934
71213,0.020982966
9796,0.0014374
15279,0.17251189
62196,0.0022026456
76510,0.001597475
11428,0.12173553
61428,0.012931321
4058,0.0015108299
23250,0.1519049
35252,0.2094954
66316,0.00031852323
19808,0.27703536
3181,0.042356387
50149,0.019263424
22438,0.027038692
32936,0.0019307496
18580,0.020926766
30836,0.13152014
4002,0.04159652
34210,0.047350693
16638,0.1275678
56198,0.18992549
50465,0.1146816
25593,0.2771485
35276,0.010522317
15230,0.1241115
59024,0.10164162
72840,0.037265193
61186,0.20411944
10349,0.050834797
73201,0.045887377
58091,0.6062801
43560,0.0019384348
36719,0.0016380793
5865,0.047481332
74054,0.92853487
14048,0.03263473
74860,0.0018607377
30599,0.16506673
48892,0.12772954
37254,0.21206222
50528,0.1312864
45972,0.022113686
61632,0.03575524
29851,0.015825288
30696,0.12827577
2281,0.010152258
64943,0.0011597737
48714,0.22187485
75498,0.33759892
21319,0.022048643
4049,0.032903507
11239,0.74863666
63695,0.24420352
62569,0.001540573
49672,0.17829756
31735,0.012845227
75497,0.0018985873
76832,0.0011118863
11540,0.04904315
60954,0.043149456
41824,0.047745995
59601,0.18578868
43456,0.09418765
73771,0.032696284
26484,0.0012028328
21386,0.010312884
59637,0.0020633826
4866,0.0005639346
68737,0.0018623449
55379,0.0013417222
22532,0.00046543285
16843,0.10614665
10673,0.23701726
46256,0.28941783
43246,0.2049423
33063,0.07436362
46299,0.10053667
14651,0.9026247
68717,0.038738195
65614,0.0005007686
62177,0.14388849
61139,0.010569252
62809,0.21341024
17364,0.0032919294
68092,0.0016563106
16942,0.046427615
77547,0.0005141155
8960,0.023112696
3444,0.0017604553
19878,0.04010148
24123,0.11156133
55940,0.24583443
60043,0.16460273
18461,0.0017688636
61615,0.0011470224
9174,0.044986956
59772,0.0015070718
38106,0.0019635602
20081,0.027327294
32937,0.12823534
3136,0.08860662
66294,0.12240152
77869,0.19663599
15380,0.03996784
46279,0.1385369
39562,0.16820681
53819,0.00040608871
64786,0.03083357
416,0.09467288
59928,0.30187005
23345,0.0010415665
25524,0.0017957808
34922,0.0014266003
48810,0.0020600127
33046,0.0015174776
71783,0.0020106817
47710,0.15239652
39586,0.042697847
235,0.010045613
71660,0.16481249
69374,0.009652164
9945,0.17837596
53670,0.13712347
41906,0.107860446
15718,0.0013197899
12836,0.12928608
34488,0.0022700648
35408,0.001762524
63351,0.0573362
50242,0.014171673
51227,0.21081117
58004,0.11860425
7163,0.04608039
31189,0.04407823
20735,0.0014534891
56514,0.09352771
77025,0.11412454
13937,0.011284487
51481,0.010100708
704,0.015137544
54581,0.0019073517
5496,0.1122926
47355,0.21511343
39201,0.00054523716
65006,0.008545979
21172,0.0012549285
32448,0.1253639
15602,0.0014452175
49787,0.0022282402
68600,0.11715082
2916,0.027151972
57378,0.14758463
57277,0.046625428
66446,0.00042162492
73173,0.116318084
68204,0.0023388325
38599,0.00046125133
4786,0.0014311213
66518,0.0014396576
21791,0.037620746
47789,0.042851098
54849,0.05211146
7677,0.0013281027
4173,0.0010744854
49191,0.3055029
44762,0.0014916898
35657,0.00039618977
34244,0.015165485
36585,0.041364096
52129,0.04922272
46313,0.19877598
9716,0.047244776
27763,0.00042877518
28571,0.0011930645
1076,0.00047569987
3357,0.034489576
21657,0.11521846
25582,0.21814847
2761,0.006528589
35939,0.044695422
28597,0.02689492
73545,0.12225698
25053,0.0004706855
33230,0.12677242
8014,0.2645369
37176,0.3225241
32442,0.023958473
73310,0.026314173
12261,0.012649861
18550,0.97694856
76977,0.0016349405
5071,0.050914824
56208,0.05020692
24765,0.24900743
52697,0.00046363022
28099,0.0004199134
28978,0.18166652
2873,0.03617026
63275,0.2959446
63297,0.006830754
67664,0.011358993
18524,0.020466657
64364,0.20297457
7816,0.001245928
36930,0.047252506
24927,0.24397738
12714,0.0014410815
59989,0.041438714
11493,0.006503481
67921,0.14571732
62793,0.17972565
59761,0.0007999913
44902,0.044105355
70410,0.04348484
1564,0.037227236
53049,0.0014479974
39775,0.2363548
72640,0.033109684
21669,0.0117355995
9536,0.0074849227
40822,0.16139352
40077,0.13953078
25562,0.12117296
10784,0.0012857928
49904,0.1335828
55863,0.13291222
36775,0.0021988354
41635,0.0366079
20436,0.0018644248
59489,0.19277038
58886,0.11842517
32693,0.1331668
4369,0.0107450215
44986,0.08697047
516,0.17924127
48425,0.2061025
50873,0.012636183
21087,0.27710098
69937,0.086072184
37030,0.0028664758
8145,0.13301705
73358,0.31256998
44077,0.0015915404
28890,0.10874745
77614,0.00067458674
1784,0.11211043
53225,0.05902865
5457,0.029545488
21151,0.001696617
31690,0.0016920867
43774,0.0011357956
59554,0.012969185
17155,0.13772324
69345,0.16019493
74801,0.0014781781
23951,0.086203404
22035,0.0015152632
26634,0.11653012
61581,0.03492606
9417,0.021244146
28623,0.04187098
10410,0.00068876985
65692,0.077888444
40030,0.04721408
11437,0.029759226
70486,0.022489455
13780,0.010691317
68172,0.0015376499
11091,0.16851586
56950,0.0012986722
20220,0.2466627
17046,0.0005900579
28935,0.00095338956
68361,0.0012303108
47496,0.010311166
77827,0.02935818
73018,0.0015947828
5026,0.0017655056
64949,0.00053783075
65526,0.050071307
26266,0.024215095
17823,0.027495123
57465,0.11719933
20204,0.014398778
32155,0.18609203
68221,0.14668496
73919,0.013327467
35841,0.001568914
67727,0.1607414
30536,0.00046391645
44334,0.08042298
72967,0.0015245323
6872,0.017081482
60921,0.040967792
17941,0.973994
6951,0.14438792
66726,0.0015087324
20333,0.033992823
52476,0.0011684156
10722,0.0019005737
33586,0.0008244185
12038,0.08049123
69535,0.09462193
75159,0.12998815
26163,0.11984964
73404,0.12912287
73716,0.03645137
23125,0.030742297
49824,0.12935735
13973,0.005537892
19172,0.03908464
59932,0.15746792
68822,0.04437933
29014,0.00048244308
66739,0.0018661302
37681,0.12478393
68803,0.036804557
36519,0.035798326
3594,0.0045332257
63887,0.012322809
18572,0.048247185
57516,0.03418101
32386,0.17912547
7744,0.058498263
46452,0.0021376966
32401,0.100257054
77482,0.14388172
9220,0.024792498
25785,0.11854052
13099,0.032478448
56286,0.16328989
55955,0.009836365
31045,0.008757251
6716,0.17261139
14198,0.00029326743
9805,0.0023363917
12801,0.0015374816
29066,0.22685036
6699,0.17585377
30751,0.0017864659
43166,0.06515327
43648,0.2253511
53993,0.0026300175
20518,0.019478483
319,0.13331385
2453,0.09173058
68165,0.023424247
462,0.010846822
41006,0.04654256
45148,0.008667873
7514,0.17957999
76880,0.033348452
50219,0.034835014
69198,0.12249136
35526,0.2020473
27971,0.030550223
6501,0.1799948
1054,0.0012235215
16257,0.15913928
12967,0.1344493
72728,0.055256426
40932,0.09165121
24870,0.0019704471
23199,0.054054353
29352,0.0018037328
27253,0.00057380967
63946,0.17270274
52997,0.11592721
6336,0.002774705
61095,0.028510988
70297,0.03468367
59030,0.14223927
25464,0.14792015
52504,0.001918758
15128,0.012191686
15655,0.040323623
71031,0.04703027
67942,0.0015245323
36321,0.1845703
25722,0.007971902
40690,0.0043556625
10631,0.0018094486
47364,0.13382065
34832,0.0020014246
35580,0.02320378
24812,0.2586775
73290,0.0015802613
56704,0.0047615836
22716,0.03357127
39921,0.055882696
57246,0.0471171
20995,0.001492001
54071,0.08038308
27981,0.21674488
76011,0.008728098
67219,0.12403214
47880,0.016010048
5123,0.021537166
26533,0.28162363
53323,0.14452745
21073,0.11554564
45059,0.028964773
68772,0.012615098
1740,0.08307797
42113,0.28775108
76742,0.00047466124
5586,0.0016093373
62678,0.1530257
12995,0.15245615
31410,0.0022652445
55764,0.33169183
49844,0.04981142
48960,0.009904088
70289,0.16809312
76157,0.1156575
71540,0.32118538
20971,0.0013520849
62763,0.041722845
3500,0.009282407
45858,0.002525576
37789,0.14761432
37125,0.043949753
29618,0.029768692
67129,0.0013132729
46370,0.00069070567
17959,0.12306158
10080,0.16877148
34841,0.04375341
53667,0.040788684
46302,0.26850328
62739,0.8877098
8351,0.14183119
46805,0.00052286737
9857,0.27596584
1087,0.05247406
45544,0.0017693983
20293,0.035292324
14377,0.0014706852
10131,0.0014747361
27090,0.026237369
46768,0.12729368
66552,0.04838961
50376,0.27701586
50630,0.133785
73445,0.042579357
70950,0.039681926
38360,0.12213684
65362,0.0014069089
17570,0.19300678
68282,0.046371203
4284,0.03530997
62379,0.04941854
63848,0.03884669
41637,0.0018947448
21307,0.0018651934
24739,0.10314832
66088,0.15635566
10226,0.19778568
16078,0.00139417
6665,0.14276256
77487,0.037511073
75581,0.0015512118
75524,0.002160437
36845,0.0005358696
52160,0.18718953
15340,0.06441123
46027,0.0012183802
26665,0.10447061
12551,0.040652387
9349,0.0015977086
32327,0.0077284887
69920,0.045887377
66285,0.048455026
52098,0.07156937
76622,0.20853104
72039,0.15014207
34121,0.442225
33889,0.05894069
51956,0.14659193
55589,0.044989333
29822,0.035198744
29470,0.14980425
15953,0.021942364
60387,0.21666494
41383,0.034426894
29478,0.13241653
68202,0.12032517
34854,0.054629683
64765,0.0018864907
15880,0.012481651
67438,0.15760505
75504,0.0019783992
22034,0.11347496
40738,0.0099237
72721,0.01193097
26186,0.0013151303
3143,0.0005502457
39472,0.0016842834
74268,0.0017584405
78227,0.0069878623
3239,0.11904346
60479,0.15059787
64882,0.0022314198
5053,0.0015806239
2596,0.001529404
70570,0.00123832
73668,0.14561158
52803,0.018672552
21330,0.04657488
16937,0.041109934
52643,0.0013972836
73814,0.0016155221
14015,0.122518696
12843,0.0014980607
71997,0.019197598
39462,0.00921869
32092,0.041557066
20494,0.15076302
64866,0.0012307403
6054,0.0010745093
18176,0.0014356935
22067,0.03896915
77629,0.11572785
75723,0.0012899068
13802,0.13464615
51012,0.14410096
67872,0.17056303
76768,0.0015990281
76188,0.022373948
65271,0.14704971
36760,0.3014979
42662,0.0017308664
43522,0.13407372
7072,0.19209057
65316,0.033983547
38918,0.06250208
73228,0.02865794
60860,0.0011412998
5523,0.15989037
62953,0.19246456
28044,0.01172177
28014,0.58557475
67325,0.0005384217
11242,0.1969674
44809,0.22902271
68834,0.0004214666
76127,0.03758682
53148,0.022990065
69742,0.13055952
20777,0.122518696
4076,0.0016765129
50082,0.26997975
3817,0.0015605772
8902,0.04458184
10698,0.021737086
45787,0.11997356
10243,0.035017587
34790,0.0022149277
7639,0.0004310573
76293,0.0005118569
39230,0.0055537187
60791,0.15317856
25645,0.0011397956
29958,0.0014287654
76992,0.0006659562
48004,0.1482245
6244,0.0022109097
52319,0.117554866
35077,0.0457636
73795,0.13709764
35666,0.0016050257
1565,0.036118936
11633,0.026898239
46488,0.09809445
30012,0.11649265
18937,0.12009408
30821,0.14223865
73216,0.036902066
60354,0.031382617
16528,0.16037565
68832,0.034029122
58671,0.13016191
46009,0.14243534
11690,0.016771007
53699,0.0014217218
60765,0.022154717
28810,0.034047466
47745,0.018472606
76596,0.0022788565
2839,0.030253245
13078,0.023727488
60948,0.0013224189
20417,0.043496545
26529,0.9968189
54452,0.13886346
75279,0.00049695594
27615,0.13218278
60597,0.25198263
4552,0.0020022534
41944,0.013885934
77744,0.1377204
50971,0.1392096
64398,0.10514519
71329,0.13919495
62226,0.0015041278
45053,0.00037741478
26424,0.049954664
67284,0.99539053
5290,0.0021408338
74017,0.00972397
72,0.050034054
33134,0.020690951
11315,0.10663891
71884,0.036426794
21832,0.12753063
51615,0.19039641
6067,0.024784794
64564,0.0010446273
26276,0.061621726
38131,0.13703649
25365,0.08174252
62412,0.0845811
60265,0.0013225481
65085,0.0013978919
56215,0.0015594044
43110,0.098462485
49862,0.016315054
49283,0.09630467
62665,0.00046875415
53406,0.118723564
29545,0.008053572
31571,0.04367871
38523,0.0015589946
21651,0.11699951
2262,0.0014184463
51096,0.008056963
30728,0.0016968118
32206,0.029302165
57418,0.0016569998
52415,0.0015607028
51637,0.0014396576
48912,0.08167418
25541,0.0016646595
25975,0.0020576133
63276,0.05868365
187,0.0004541161
15782,0.08198903
52792,0.043803897
72581,0.00546901
52856,0.0012549285
63017,0.18053842
75163,0.22463106
11024,0.35638422
26879,0.033802226
42843,0.0004103098
60301,0.038053844
52613,0.13507211
1894,0.013372872
18599,0.022154717
26990,0.27879304
71745,0.012681291
51300,0.14904581
36134,0.00056697836
49909,0.014156426
32018,0.0016120619
7129,0.035081822
19605,0.11906471
28169,0.110152386
53590,0.17491546
8740,0.0703422
22980,0.0016013432
44557,0.00061065523
31564,0.0009931898
72441,0.02243931
32387,0.14174391
64551,0.00919909
75478,0.06397048
57252,0.12954578
74081,0.041820515
55097,0.039637025
2393,0.09778454
55354,0.2668842
75290,0.0014725506
34104,0.124937475
19432,0.005675188
40288,0.0047426266
51841,0.16403262
3795,0.15836595
10115,0.13146493
76580,0.047653444
73397,0.19655854
24093,0.14126022
78130,0.14151901
216,0.03275833
65080,0.0113762915
20097,0.04679461
46127,0.1714419
77670,0.023520254
31618,0.22320846
63765,0.18770179
49897,0.00041484056
52574,0.0025229296
53811,0.022002714
30819,0.0015717541
64855,0.03664868
2871,0.15012021
10091,0.113042586
72812,0.13040857
74,0.003928337
42561,0.00064758497
28732,0.011872286
26430,0.076559834
55818,0.2100151
12078,0.13592683
24391,0.14328712
8791,0.030051034
45306,0.1272679
63153,0.14182974
53792,0.03565198
10100,0.033289336
67944,0.04343902
78129,0.04230891
13954,0.0003905132
67435,0.04401253
74149,0.047603846
12672,0.021879543
24887,0.04928526
35892,0.73103976
17799,0.00094684295
73678,0.0006497704
73008,0.050810624
23119,0.0018467219
30521,0.0652551
30091,0.29984978
32939,0.031827006
22118,0.0014232573
53239,0.03544363
74007,0.179382
15207,0.025016116
46444,0.20404099
58301,0.057507236
61524,0.08186787
77281,0.14228204
35114,0.001588489
10829,0.025201686
20644,0.12902509
20496,0.00044616073
9389,0.0015009957
10586,0.1543331
2810,0.17181134
77378,0.9323799
39862,0.09938171
34812,0.0011643071
26021,0.001867278
27263,0.0071770926
68950,0.0019358138
34914,0.0266489
